Counts,Year,Month,Narrow Money,Money Supply M3,Net Foreign Assets,Net Domestic Credit,Credit to Government,Credit to Private Sector,Base Money,Currency in Circulation,Bank Reserves,Currency Outside Banks,Demand Deposits,Quasi Money,Net Domestic Assets,Credit To GovernmentFed,Mirror Accounts,Other Assets Net,Money Supply M2,CBN Bills,Special Intervention Reserves
368,1980,1980,9650.7,,5622,11025.6,3567.8,7457.8,4797.5,3589.5,1208,3185.9,6464.8,5449.3,9478,,,-1547.6,15100,,
369,1979,1979,6351.5,,3232.2,8765.2,3365.6,5399.6,3083.4,2703.4,380,2350.8,4000.7,3873.1,6992.4,,,-1772.8,10224.6,,
370,1978,1978,5260.7,,1192.9,7017.4,2504.4,4513,2898.6,2381.7,516.9,2157.2,3103.5,2724.7,6792.5,,,-224.9,7985.4,,
371,1977,1977,5557.8,,2722.3,5162.2,1353.8,3808.4,2792.6,2162.6,630,1940.8,3617,2341,5176.5,,,14.3,7898.8,,
372,1976,1976,3864.1,,3170.2,3309.9,845.5,2464.4,2445.2,1540,905.2,1351.2,2512.9,2041,2734.9,,,-575,5905.1,,
373,1975,1975,2605.4,,3533.2,1217.9,-453.9,1671.8,1859.4,1155.5,703.9,1030.7,1574.7,1635.8,708,,,-509.9,4241.2,,
374,1974,1974,1357.2,,3492.5,-310.3,-1277,966.7,744.1,638.7,105.4,569.9,787.3,995.1,-1140.2,,,-829.9,2352.3,,
375,1973,1973,925.8,,403,1316.9,563.3,753.6,501.7,486.3,15.4,435.9,489.9,596.7,1119.5,,,-197.4,1522.5,,
376,1972,1972,747.4,,229.5,1235,606.3,628.7,428.9,414,14.9,385.2,362.2,467.5,985.4,,,-249.6,1214.9,,
377,1971,1971,670,,267.5,1099.2,597.2,502,392.8,386.4,6.4,354.4,315.6,371.8,774.3,,,-324.9,1041.8,,
378,1970,1970,641.5,,128.15,1120.3,768.6,351.7,388.9,370.4,18.5,342.4,299.1,336.7,850,,,-270.3,978.2,,
379,1969,1969,444.99,,87.8,761.94,512.19,249.74,277.91,273.23,4.68,252.71,192.28,215.41,572.59,,,-189.34,660.4,,
380,1968,1968,331.76,,64.16,574.25,351.41,222.84,205.67,202.16,3.51,183.1,148.67,183.55,451.16,,,-123.09,515.31,,
381,1967,1967,320.09,,46.72,432.86,191.35,241.51,226.73,220.95,5.78,207.42,112.67,131.24,404.61,,,-28.25,451.34,,
382,1966,1966,355.62,,126.49,381.74,136.18,245.56,239.87,236.51,3.36,217.17,138.45,162.52,391.65,,,9.91,518.14,,
383,1965,1965,326.36,,154.6,313.09,80.48,232.61,220.48,217.89,2.6,200.94,125.41,141.02,312.78,,,-0.31,467.37,,
384,1964,1964,316.06,,124.89,306.08,83.13,222.96,217.02,214.71,2.31,197.89,118.17,114.43,305.59,,,-0.49,430.49,,
385,1963,1963,267.55,,133.45,237.57,67.07,170.5,185.46,183.3,2.16,168.98,98.57,94.27,228.37,,,-9.2,361.82,,
386,1962,1962,242.14,,156.34,187,38.22,148.78,177.51,174.66,2.85,149.96,92.18,83.29,169.09,,,-17.91,325.43,,
387,1961,1961,222.32,,163.63,143.77,26.64,117.13,166.96,160.19,6.76,138.2,84.12,70.51,129.2,,,-14.56,292.83,,
388,1960,1960,217.61,,150.28,117.63,8.3,109.33,157.05,154.15,2.9,135.32,82.28,54.79,122.12,,,4.49,272.4,,
